Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Age,Location,Reporting Type,Sex,Type of skill,Units,2013,2014,2015,2016,2017,2018,2019,2020,ISO3
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",48,Bahrain,,,G,MALE,ARSP,PERCENT,,,31.99997,57.70502,48.1458,48.91309,26.4574,44.73684,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",48,Bahrain,,,G,MALE,CMFL,PERCENT,,,56.70608,88.72696,79.02966,74.20957,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",48,Bahrain,,,G,MALE,COPA,PERCENT,,,53.00004,62.99125,61.53271,56.02767,55.24664,63.25911,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",48,Bahrain,,,G,MALE,EMAIL,PERCENT,,,60.99582,82.59826,83.0222,69.2688,86.00897,78.94737,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",48,Bahrain,,,G,MALE,EPRS,PERCENT,,,33.99995,55.93751,41.80467,43.87364,25.02242,33.19838,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",48,Bahrain,,,G,MALE,INST,PERCENT,,,45.99997,57.57039,48.26331,51.38348,26.99552,42.81377,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",48,Bahrain,,,G,MALE,PCPR,PERCENT,,,13.00001,15.56578,21.84175,9.09101,18.20628,14.67611,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",48,Bahrain,,,G,MALE,SOFT,PERCENT,,,42.00001,58.3175,53.07787,61.66015,36.1435,61.94332,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",48,Bahrain,,,G,MALE,TRAF,PERCENT,,,34.99994,58.19336,75.27189,49.11072,42.24215,51.11336,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,BOTHSEX,ARSP,PERCENT,,,,,,17.60136,19.7073,17.99154,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,BOTHSEX,CMFL,PERCENT,,,,,,40.21024,44.0705,,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,BOTHSEX,COPA,PERCENT,,,,,,36.5678,40.99968,38.89279,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,BOTHSEX,EMAIL,PERCENT,,,,,,33.99069,37.32302,34.26961,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,BOTHSEX,EPRS,PERCENT,,,,,,12.2135,12.42779,10.32164,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,BOTHSEX,INST,PERCENT,,,,,,20.84866,19.63901,17.66949,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,BOTHSEX,PCPR,PERCENT,,,,,,2.38893,2.0369,1.32221,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,BOTHSEX,SOFT,PERCENT,,,,,,24.46847,23.2847,20.11768,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,BOTHSEX,TRAF,PERCENT,,,,,,38.50005,41.894,39.26893,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,FEMALE,ARSP,PERCENT,,,,,,18.29731,20.90856,19.44525,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,FEMALE,CMFL,PERCENT,,,,,,40.93188,,,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,FEMALE,COPA,PERCENT,,,,,,37.77371,42.35236,40.72465,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,FEMALE,EMAIL,PERCENT,,,,,,35.16768,38.46099,35.62537,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,FEMALE,EPRS,PERCENT,,,,,,12.72919,13.71431,10.7857,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,FEMALE,INST,PERCENT,,,,,,16.98826,16.72115,15.17443,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,FEMALE,PCPR,PERCENT,,,,,,1.44176,1.50126,0.54516,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,FEMALE,SOFT,PERCENT,,,,,,20.45611,19.71528,17.01631,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,FEMALE,TRAF,PERCENT,,,,,,37.42219,41.70187,39.83171,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,MALE,ARSP,PERCENT,,,,,,16.67262,18.12292,16.12237,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,MALE,CMFL,PERCENT,,,,,,39.2472,,,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,MALE,COPA,PERCENT,,,,,,34.95853,39.21559,36.5374,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,MALE,EMAIL,PERCENT,,,,,,32.42,35.82211,32.5264,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,MALE,EPRS,PERCENT,,,,,,11.52532,10.73095,9.72495,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,MALE,INST,PERCENT,,,,,,26.00032,23.48745,20.87763,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,MALE,PCPR,PERCENT,,,,,,3.65293,2.74337,2.32133,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,MALE,SOFT,PERCENT,,,,,,29.82293,27.99251,24.10538,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",112,Belarus,,,G,MALE,TRAF,PERCENT,,,,,,39.93843,42.14741,38.54532,BLR
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,BOTHSEX,ARSP,PERCENT,,42.53205,42.45239,44.48627,45.071,,44.77836,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,BOTHSEX,CMFL,PERCENT,,68.38796,67.97507,70.61673,60.37424,,57.07991,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,BOTHSEX,COPA,PERCENT,,64.10784,63.22301,65.15784,65.28655,,57.07464,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,BOTHSEX,EMAIL,PERCENT,71.86171,74.77739,74.99185,77.54457,80.5395,,,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,BOTHSEX,EPRS,PERCENT,,35.95307,33.00809,34.48741,33.59538,,34.20219,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,BOTHSEX,INST,PERCENT,,46.60865,44.62492,46.11699,44.2665,,,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,BOTHSEX,PCPR,PERCENT,,9.20008,9.71241,9.29387,5.22668,,4.47006,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,BOTHSEX,SOFT,PERCENT,,,39.58741,42.93979,42.6643,,19.03871,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,BOTHSEX,TRAF,PERCENT,,58.81532,58.09006,56.93061,55.83529,,57.49345,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,FEMALE,ARSP,PERCENT,,38.71689,37.66329,40.30356,40.86165,,39.41004,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,FEMALE,CMFL,PERCENT,,64.75741,56.97169,67.11911,69.02152,,,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,FEMALE,COPA,PERCENT,,62.33409,54.19769,62.46328,64.85681,,54.11839,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,FEMALE,EMAIL,PERCENT,69.1387,,,,,,,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,FEMALE,EPRS,PERCENT,,32.84849,29.99299,31.46779,30.95723,,32.77314,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,FEMALE,INST,PERCENT,,37.48009,,37.42105,37.77335,,,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,FEMALE,PCPR,PERCENT,,4.8604,1.8474,4.22448,4.39548,,1.69708,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,FEMALE,SOFT,PERCENT,,,34.41801,,,,13.09773,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,FEMALE,TRAF,PERCENT,,54.94181,54.9422,52.49525,52.87236,,54.07963,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,MALE,ARSP,PERCENT,,46.37351,47.20701,48.69863,47.94483,,50.17692,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,MALE,CMFL,PERCENT,,72.0434,62.4289,74.13914,70.48147,,,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,MALE,COPA,PERCENT,,65.89381,57.6246,67.87151,65.71941,,60.04755,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,MALE,EMAIL,PERCENT,74.60441,,,,,,,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,MALE,EPRS,PERCENT,,39.079,36.04411,37.52844,36.25262,,35.63928,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,MALE,INST,PERCENT,,55.79991,,54.87458,50.80666,,,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,MALE,PCPR,PERCENT,,13.56961,8.46069,14.39919,13.63238,,7.25865,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,MALE,SOFT,PERCENT,,,44.7927,,,,25.01315,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,,,G,MALE,TRAF,PERCENT,,62.71549,61.2597,61.39741,58.81968,,60.92649,,BEL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,BOTHSEX,ARSP,PERCENT,,,,,9.16614,,7.52968,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,BOTHSEX,CMFL,PERCENT,,,,,59.63432,,44.59803,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,BOTHSEX,COPA,PERCENT,,,,,28.14609,,22.46445,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,BOTHSEX,EMAIL,PERCENT,,,,,,,30.09595,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,BOTHSEX,EPRS,PERCENT,,,,,12.45847,,11.0905,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,BOTHSEX,PCPR,PERCENT,,,,,2.08691,,2.13639,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,BOTHSEX,SOFT,PERCENT,,,,,22.29269,,,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,BOTHSEX,TRAF,PERCENT,,,,,59.74172,,49.02722,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,FEMALE,ARSP,PERCENT,,,,,9.29936,,6.28157,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,FEMALE,CMFL,PERCENT,,,,,57.95128,,43.36247,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,FEMALE,COPA,PERCENT,,,,,25.87817,,19.28883,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,FEMALE,EMAIL,PERCENT,,,,,,,26.12795,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,FEMALE,EPRS,PERCENT,,,,,10.67309,,9.24555,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,FEMALE,PCPR,PERCENT,,,,,1.0229,,0.98752,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,FEMALE,SOFT,PERCENT,,,,,19.90068,,,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,FEMALE,TRAF,PERCENT,,,,,56.43204,,46.93722,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,MALE,ARSP,PERCENT,,,,,9.01728,,8.9678,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,MALE,CMFL,PERCENT,,,,,61.51488,,46.02169,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,MALE,COPA,PERCENT,,,,,30.68018,,26.12354,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,MALE,EMAIL,PERCENT,,,,,,,34.66806,,BIH
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",70,Bosnia and Herzegovina,,,G,MALE,EPRS,PERCENT,,,,,14.45337,,13.21634,,BIH
