ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,education_level_code,education_level_desc,type_of_skill_code,type_of_skill_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
28,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),56,Belgium,5,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,7,2000,2018,"[2000, 2003, 2006, 2009, 2012, 2015, 2018]",0.68019,,,0.6333,,,0.67515,,,0.69317,,,0.72243,,,0.70719,,,0.67817,,,0.67817,,C: Country data
29,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),84,Belize,4,13,Central America,Country,-88.70199554,17.19965901,BLZ,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,1,2001,2001,[2001],,0.3258,,,,,,,,,,,,,,,,,,,,0.3258,,C: Country data
30,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),204,Benin,4,11,Western Africa,Country,2.339933594,9.65401646,BEN,1,1,ISCED11A_0_G23,Grades 2/3,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11A_0_G23__SKILL_MATH,education_level__type_of_skill,1,2014,2014,[2014],,,,,,,,,,,,,,,0.35421,,,,,,,0.35421,,C: Country data
31,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),204,Benin,4,11,Western Africa,Country,2.339933594,9.65401646,BEN,1,1,ISCED11A_0_G23,Grades 2/3,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11A_0_G23__SKILL_READ,education_level__type_of_skill,1,2014,2014,[2014],,,,,,,,,,,,,,,0.03834,,,,,,,0.03834,,C: Country data
32,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),204,Benin,4,11,Western Africa,Country,2.339933594,9.65401646,BEN,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,1,2014,2014,[2014],,,,,,,,,,,,,,,0.20117,,,,,,,0.20117,,C: Country data
33,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),204,Benin,4,11,Western Africa,Country,2.339933594,9.65401646,BEN,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,1,2014,2014,[2014],,,,,,,,,,,,,,,0.15394,,,,,,,0.15394,,C: Country data
34,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),70,Bosnia and Herzegovina,5,39,Southern Europe,Country,17.78584332,44.16845548,BIH,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,1,2007,2007,[2007],,,,,,,,0.93271,,,,,,,,,,,,,,0.93271,,C: Country data
35,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),70,Bosnia and Herzegovina,5,39,Southern Europe,Country,17.78584332,44.16845548,BIH,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,0.49884,,,0.49884,,C: Country data
36,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),72,Botswana,4,18,Southern Africa,Country,23.81380223,-22.18810073,BWA,1,1,ISCED11A_0_G23,Grades 2/3,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11A_0_G23__SKILL_MATH,education_level__type_of_skill,1,2011,2011,[2011],,,,,,,,,,,,0.40495,,,,,,,,,,0.40495,,C: Country data
37,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),72,Botswana,4,18,Southern Africa,Country,23.81380223,-22.18810073,BWA,1,1,ISCED11A_0_G23,Grades 2/3,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11A_0_G23__SKILL_READ,education_level__type_of_skill,1,2011,2011,[2011],,,,,,,,,,,,0.60172,,,,,,,,,,0.60172,,C: Country data
38,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),72,Botswana,4,18,Southern Africa,Country,23.81380223,-22.18810073,BWA,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,1,2013,2013,[2013],,,,,,,,,,,,,,0.76933,,,,,,,,0.76933,,C: Country data
39,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),72,Botswana,4,18,Southern Africa,Country,23.81380223,-22.18810073,BWA,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,2,2006,2013,"[2006, 2013]",,,,,,,0.38896,,,,,,,0.89724,,,,,,,,0.89724,,C: Country data
40,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),76,Brazil,4,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,7,2000,2018,"[2000, 2003, 2006, 2009, 2012, 2015, 2018]",0.16262,,,0.17357,,,0.17398,,,0.24128,,,0.23229,,,0.26739,,,0.25854,,,0.25854,,C: Country data
